ACTION,TOPIC,CAMERA_OF_CONVERSATION,MEM_DEP,MEM_DEP_TOPIC,UTTERANCE_ID,UTTERANCE
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,APPEND,low_light_performance,1085,"this is great up to late evening with an ISO 3200, very low noise in the pictures but as it gets a little bit darker Of course of performance drops off"
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,APPEND,PURPOSE:art_school,-1,"This one has up to 3200 ISO, which comes in handy for trying out different artistic effects"
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,APPEND,PURPOSE:expert,-1,This one maxes out at 3200 ISO which is a decent range for an expert photographer
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,APPEND,PURPOSE:night,1544,It has an ISO of 3200 so depending on the night shooting in those circumstances you might find that you will be using the full 30 seconds from time to time
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,APPEND,PURPOSE:night,1544,It has an ISO of 3200 so depending on the night shooting in those circumstances you might find that you will be using the full 30 seconds from time to time
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,APPEND,PURPOSE:night,947,"The iso only goes up to 3200 so it's performances almost as good, but it will take good night time pictures, low light pictures up to roundabout  Twilight, just after that the performance begins to drop off but there's no noise in the pictures,  this still very high quality"
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,APPEND,PURPOSE:night,947,"The iso only goes up to 3200 so it's performances almost as good, but it will take good night time pictures, low light pictures up to roundabout  Twilight, just after that the performance begins to drop off but there's no noise in the pictures,  this still very high quality"
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,COMPARE,CANON,83,the ISO setting is only half of the other camera 3200
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,COMPARE,CANON,83,the ISO setting is only half of the other camera 3200
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,COMPARE,CANON,4436,"this one goes up to 3200 iso, that one 6400"
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,COMPARE,CANON,4436,"this one goes up to 3200 iso, that one 6400"
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,2767,for this one goes up to 3200 ISO levels
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,2767,for this one goes up to 3200 ISO levels
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3651,for this one it goes up to 3200 ISO but it also have very little noise for it at level of ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3651,for this one it goes up to 3200 ISO but it also have very little noise for it at level of ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4518,it can go up to 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4518,it can go up to 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4719,It goes up to 3200
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4719,It goes up to 3200
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,2723,it goes up to 3200 and for that iso it has very little noise
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,2723,it goes up to 3200 and for that iso it has very little noise
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3367,it goes up to 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4248,it goes up to 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4462,it goes up to 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4462,it goes up to 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4248,it goes up to 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3367,it goes up to 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3343,It has 3200 iso with very good image quality
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3343,It has 3200 iso with very good image quality
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,2901,it has 3200 levels of iso
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,2901,it has 3200 levels of iso
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3531,it has a 3200 ISO with very little noise
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3531,it has a 3200 ISO with very little noise
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3494,it has a pretty good ISO 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3494,it has a pretty good ISO 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3998,it's very good it's 3200 ISO with very little noise
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3998,it's very good it's 3200 ISO with very little noise
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,104,on this camera 3200
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,104,on this camera 3200
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4297,"sure, this one goes up to 3200 ISO"
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4297,"sure, this one goes up to 3200 ISO"
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,2781,That one supports 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,2781,That one supports 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3405,the previous one has 3200 iso
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3405,the previous one has 3200 iso
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4331,this one goes up to 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4331,this one goes up to 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3611,this one has 3200 iso and with very little noise
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3611,this one has 3200 iso and with very little noise
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3728,This one has 3200 ISO with very little noise
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3728,This one has 3200 ISO with very little noise
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4196,this one has up to 3200 iso
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4196,this one has up to 3200 iso
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3207,This one shoots at 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3207,This one shoots at 3200 ISO
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3063,"yes it has very high ISO, it goes up to 3200 ISO"
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3063,"yes it has very high ISO, it goes up to 3200 ISO"
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3504,"yes the iso is pretty good, it's 3200 with very good image quality"
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,3504,"yes the iso is pretty good, it's 3200 with very good image quality"
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4225,"yes we have this one, the iso goes up to 3200 with very good image quality"
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO,SONY,,,4225,"yes we have this one, the iso goes up to 3200 with very good image quality"
S_ANSWERS_QUESTION_ABOUT_FEATURE,"ISO,exposure",SONY,,,4600,This one goes up to 3200 ISO and you can also hold exposure for up to 30 seconds
S_ANSWERS_QUESTION_ABOUT_FEATURE,"ISO,exposure",SONY,,,4600,This one goes up to 3200 ISO and you can also hold exposure for up to 30 seconds
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO_what,SONY,,,2133,"That's the sensitivity of the sensor inside the camera, at 3200 ISO you can take nice pictures in low light up to the middle of the evening"
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO_what,SONY,,,2133,"That's the sensitivity of the sensor inside the camera, at 3200 ISO you can take nice pictures in low light up to the middle of the evening"
S_ANSWERS_QUESTION_ABOUT_FEATURE,ISO_what,SONY,,,-1,The ISO indicates how light sensitive the sensor is
S_ANSWERS_QUESTION_ABOUT_FEATURE,lenses,SONY,,,4468,"basically the Canon one is a DSLR and this one is a mirrorless camera, so aside from the sensor size be smaller you can't change the lens for this one"
S_ANSWERS_QUESTION_ABOUT_FEATURE,lenses,SONY,,,4468,"basically the Canon one is a DSLR and this one is a mirrorless camera, so aside from the sensor size be smaller you can't change the lens for this one"
S_ANSWERS_QUESTION_ABOUT_FEATURE,lenses,SONY,,,4469,no you can't
S_ANSWERS_QUESTION_ABOUT_FEATURE,lenses,SONY,,,4469,no you can't
S_ANSWERS_QUESTION_ABOUT_FEATURE,lenses,SONY,,,3775,no you can't change lens for Sony
S_ANSWERS_QUESTION_ABOUT_FEATURE,lenses,SONY,,,3775,no you can't change lens for Sony
S_ANSWERS_QUESTION_ABOUT_FEATURE,lenses,SONY,,,3805,No you can't use it without a lens
S_ANSWERS_QUESTION_ABOUT_FEATURE,lenses,SONY,,,3805,No you can't use it without a lens
S_ANSWERS_QUESTION_ABOUT_FEATURE,lenses,SONY,,,4540,yes basically for this you can't change the lens
S_ANSWERS_QUESTION_ABOUT_FEATURE,lenses,SONY,,,4540,yes basically for this you can't change the lens
S_ANSWERS_QUESTION_ABOUT_FEATURE,lenses,SONY,,,1032,"yes there is a wide range of lenses to go with this camera and more being devised all the time, we have a brochure that describes those"
S_ANSWERS_QUESTION_ABOUT_FEATURE,lenses,SONY,,,1032,"yes there is a wide range of lenses to go with this camera and more being devised all the time, we have a brochure that describes those"
S_ANSWERS_QUESTION_ABOUT_FEATURE,lenses,SONY,,,1071,"you can get other lenses for the camera as well, so you can extend its range of possibilities, the compromises are in things like the ISO, it only goes up to 3200, it's a mirrorless so that saves a lot of weight and cost, and the shutter speed only goes up to 30 seconds so it can't shoot Star trails at night time to fix so well"
S_ANSWERS_QUESTION_ABOUT_FEATURE,lenses,SONY,,,1071,"you can get other lenses for the camera as well, so you can extend its range of possibilities, the compromises are in things like the ISO, it only goes up to 3200, it's a mirrorless so that saves a lot of weight and cost, and the shutter speed only goes up to 30 seconds so it can't shoot Star trails at night time to fix so well"
S_ANSWERS_QUESTION_ABOUT_FEATURE,long_exposure,SONY,APPEND,PURPOSE:art_school,-1,"This one can take up to 30 seconds exposure, which is a reasonable range to experiment with in your art class"
S_ANSWERS_QUESTION_ABOUT_FEATURE,long_exposure,SONY,APPEND,PURPOSE:expert,-1,"This one can exposures up to 30 seconds, suitable for expert users"
S_ANSWERS_QUESTION_ABOUT_FEATURE,long_exposure,SONY,APPEND,PURPOSE:night,-1,"The exposure on this one goes up to 30 seconds, which allows you to take pictures even in the late evening"
S_ANSWERS_QUESTION_ABOUT_FEATURE,long_exposure,SONY,,,-1,It can take exposures up to 30 seconds
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,APPEND,PURPOSE:night,535,the top shutter speed is only 30 seconds the ISO is only 3200 so there are some limits on what you can do it night time for photography
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,APPEND,PURPOSE:night,535,the top shutter speed is only 30 seconds the ISO is only 3200 so there are some limits on what you can do it night time for photography
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,APPEND,PURPOSE:night,152,this is an excellent camera in the evening time it can go up to 3200 ISO and have a 30 second shutter speed
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,APPEND,PURPOSE:night,152,this is an excellent camera in the evening time it can go up to 3200 ISO and have a 30 second shutter speed
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,1406,certainly the Sony a6000 has an ISO of 3200 but its shutter speed is limited to 30 seconds so you can't go beyond that point
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,1406,certainly the Sony a6000 has an ISO of 3200 but its shutter speed is limited to 30 seconds so you can't go beyond that point
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,2183,for low light it has an ISO 3200 so its pretty good up to mid evening
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,2183,for low light it has an ISO 3200 so its pretty good up to mid evening
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,2205,"It does come in night mode but that can become very noisy and grainy if you're shooting video, generally speaking if your talent is in a brightly lit area, the iso goes up to 3200 so you should be ok"
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,2205,"It does come in night mode but that can become very noisy and grainy if you're shooting video, generally speaking if your talent is in a brightly lit area, the iso goes up to 3200 so you should be ok"
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,4938,it does have preset mode for many kinds of setting
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,4938,it does have preset mode for many kinds of setting
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,2284,"the low light in this  is really good, it goes up to 3200 iso and it will take a flash as well of course and if you wanted to take longer exposures at sunset into the evening, it's got a shutter speed 30 seconds"
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,2284,"the low light in this  is really good, it goes up to 3200 iso and it will take a flash as well of course and if you wanted to take longer exposures at sunset into the evening, it's got a shutter speed 30 seconds"
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,1711,"this is a got a very sensitive sensors, it's around 3200 ISO which were the 30 second shutter speed gives you a lot of creative control but just not as much as a camera that cost four times more"
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,1711,"this is a got a very sensitive sensors, it's around 3200 ISO which were the 30 second shutter speed gives you a lot of creative control but just not as much as a camera that cost four times more"
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,531,we have two cameras that have pretty good in low light one camera can do anything you want on the other camera that has some limits
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,531,we have two cameras that have pretty good in low light one camera can do anything you want on the other camera that has some limits
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,2698,with the preset mode it will auto adjust for each condition
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,2698,with the preset mode it will auto adjust for each condition
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,3888,"Yes actually it has 3200 ISO is very little noise and aside from that, It also have 30 seconds of a long exposure"
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,3888,"Yes actually it has 3200 ISO is very little noise and aside from that, It also have 30 seconds of a long exposure"
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,3814,yes for this when you can have 30 seconds of long exposure and this one has up to 3200 ISO with very little noise
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,3814,yes for this when you can have 30 seconds of long exposure and this one has up to 3200 ISO with very little noise
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,3785,yes it actually has night portrait settings in the preset mode
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,3785,yes it actually has night portrait settings in the preset mode
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,4055,yes it comes with preset mode so it would adjust the settings for you
S_ANSWERS_QUESTION_ABOUT_FEATURE,low_light_performance,SONY,,,4055,yes it comes with preset mode so it would adjust the settings for you
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,APPEND,PURPOSE:art_school,1545,"Most manual settings you can manually set your shutter up to 30 seconds but remember it does not have a bulb mode, so you cannot open it up for a minute or two minutes, leave the shutter open, there are other times when you might need to borrow a different kind of camera for different project, but an art school would normally have those"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,APPEND,PURPOSE:art_school,1545,"Most manual settings you can manually set your shutter up to 30 seconds but remember it does not have a bulb mode, so you cannot open it up for a minute or two minutes, leave the shutter open, there are other times when you might need to borrow a different kind of camera for different project, but an art school would normally have those"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,APPEND,PURPOSE:art_school,1515,"Sure all the main settings like shutter speed, iso, and iris can be manually set, so you got a lot of creative control, the main limit is shutter speed won't go past 30 seconds so if you want to keep the shutter open for an hour, or a day, or a week, you don't have that option, that's the kind of comprise, but the picture quality is excellent and you can do a lot of artistic photography with this"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,APPEND,PURPOSE:art_school,1515,"Sure all the main settings like shutter speed, iso, and iris can be manually set, so you got a lot of creative control, the main limit is shutter speed won't go past 30 seconds so if you want to keep the shutter open for an hour, or a day, or a week, you don't have that option, that's the kind of comprise, but the picture quality is excellent and you can do a lot of artistic photography with this"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,APPEND,PURPOSE:art_school,4742,yes you can also control the manual settings with this camera for instance if you're looking at learning photography then this is the perfect summer
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,APPEND,PURPOSE:art_school,4742,yes you can also control the manual settings with this camera for instance if you're looking at learning photography then this is the perfect summer
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,APPEND,PURPOSE:expert,-1,This one has all the manual settings that an expert or professional photographer could want
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,APPEND,PURPOSE:night,-1,This one has full manual control which will allow you to fine tune the settings for night time photography
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,APPEND,PURPOSE:novice,3206,"if you are new in photography, this is good because it also has manual settings, so you can also practice the manual settings"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,APPEND,PURPOSE:novice,3206,"if you are new in photography, this is good because it also has manual settings, so you can also practice the manual settings"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,APPEND,PURPOSE:outdoor,2345,"If you want to go into full automatic mode you can still tell a time you're in the snow you're up the mountain you're at jungle, it's got 12 of those presets or you can do this is a combination with some automatic settings and some manual settings so manual shutter, automatic model and a preset for snow is one way you can go"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,APPEND,PURPOSE:outdoor,2345,"If you want to go into full automatic mode you can still tell a time you're in the snow you're up the mountain you're at jungle, it's got 12 of those presets or you can do this is a combination with some automatic settings and some manual settings so manual shutter, automatic model and a preset for snow is one way you can go"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,COMPARE,CANON,1880,"generally speaking you don't have the full creative control that you have for the other camera, but you do have manual settings control the depth of field, the shutter speed up to 30 seconds only, so depending on the effect you want you have that shutter speed limit, but a lot of creativity up to that point"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,COMPARE,CANON,1880,"generally speaking you don't have the full creative control that you have for the other camera, but you do have manual settings control the depth of field, the shutter speed up to 30 seconds only, so depending on the effect you want you have that shutter speed limit, but a lot of creativity up to that point"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,COMPARE,CANON,4686,The Sony is capable of giving you manual control but the canon also give that options
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,COMPARE,CANON,4686,The Sony is capable of giving you manual control but the canon also give that options
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,COMPARE,NIKON,4068,"compared to the previous one, this one has full control of the manual settings, for instance if you want to control the aperture, the shutter speed, and when you're shooting in the dark, it controls the ISO"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,COMPARE,NIKON,4068,"compared to the previous one, this one has full control of the manual settings, for instance if you want to control the aperture, the shutter speed, and when you're shooting in the dark, it controls the ISO"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,4106,all the manual if you have full control the manual setting so the shutter speed the ISO the aperture
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,4106,all the manual if you have full control the manual setting so the shutter speed the ISO the aperture
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,1399,everything can be set manually
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,1399,everything can be set manually
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3993,"first off this is a mirrorless camera so you don't need any lens but you can also have the manual settings fully controlled, but it also come in preset mode so for a quick shots you can just use the preset mode"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3993,"first off this is a mirrorless camera so you don't need any lens but you can also have the manual settings fully controlled, but it also come in preset mode so for a quick shots you can just use the preset mode"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,4159,for a camera which has manual settings we have only this and the DSLR
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,4159,for a camera which has manual settings we have only this and the DSLR
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,2742,"for an experience user it's also good because it has some preset mode but this is for intermediate user, because it also have some manual settings"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,2742,"for an experience user it's also good because it has some preset mode but this is for intermediate user, because it also have some manual settings"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,4449,"for this one you can also has a manual control you can put all the aperture, the shutter speed"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,4449,"for this one you can also has a manual control you can put all the aperture, the shutter speed"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3342,"I can show you to a better camera, this one aside from the preset mode, it also has manual settings, so you can control the aperture and the shutter speed, and it's also has a very high ISO"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3342,"I can show you to a better camera, this one aside from the preset mode, it also has manual settings, so you can control the aperture and the shutter speed, and it's also has a very high ISO"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3064,I have full manual control both for aperture and for focus too
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3064,I have full manual control both for aperture and for focus too
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3636,"I see so I can show you today, this one is very good for beginner photographer it comes in preset mode but it's also have manual settings"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3636,"I see so I can show you today, this one is very good for beginner photographer it comes in preset mode but it's also have manual settings"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,579,if you want some extra creative control it's got some artistic preset and some manual settings but really if you just use the two or three things you work with the most easiest then you just stay there and it's point and shoot
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,579,if you want some extra creative control it's got some artistic preset and some manual settings but really if you just use the two or three things you work with the most easiest then you just stay there and it's point and shoot
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,1213,"it can be fully automatic, it can also be fully manual, you decide all the settings yourself it's quite complex"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,1213,"it can be fully automatic, it can also be fully manual, you decide all the settings yourself it's quite complex"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,2089,it has full manual control for total creativity
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,2089,it has full manual control for total creativity
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,2961,it has full manual control so you can control the aperture and the focus of the camera
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,2961,it has full manual control so you can control the aperture and the focus of the camera
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3117,It has full manual settings
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3117,It has full manual settings
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,633,"it has full manual settings but it also has a range of preset modes so you can ask camera automatically to set itself for the kind of picture you want to take, or you can choose your settings and then put them yourself"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,633,"it has full manual settings but it also has a range of preset modes so you can ask camera automatically to set itself for the kind of picture you want to take, or you can choose your settings and then put them yourself"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,4130,It has full manual settings so you can control the iso the aperture and shutter speed everything
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,4130,It has full manual settings so you can control the iso the aperture and shutter speed everything
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,2426,it has full manual settings so you'll be able to do the shutter speed and the aperture that are appropriate to isolate the features you want to pick up
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,2426,it has full manual settings so you'll be able to do the shutter speed and the aperture that are appropriate to isolate the features you want to pick up
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,2782,it has manual mode but it also have preset mode
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,2782,it has manual mode but it also have preset mode
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,995,"it has the manual setting so if you want to try a bit of creative control, that's an option but there in a menu system so you won't bang them on accident, it's a point and shoot camera"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,995,"it has the manual setting so if you want to try a bit of creative control, that's an option but there in a menu system so you won't bang them on accident, it's a point and shoot camera"
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3858,It have full manual control
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3858,It have full manual control
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,74,it's a full manual control camera it gives you total control over the creative process
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,74,it's a full manual control camera it gives you total control over the creative process
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,2765,no it has some manual settings but it also have some preset mode
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,2765,no it has some manual settings but it also have some preset mode
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,2672,no it has two different modes it has manual setting but it's also have preset modes
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,2672,no it has two different modes it has manual setting but it's also have preset modes
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,176,oh very creative you need full manual control I guess
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,176,oh very creative you need full manual control I guess
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3978,So it comes in manual setting so you can set the aperture and the focus and also the iso settings here
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3978,So it comes in manual setting so you can set the aperture and the focus and also the iso settings here
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3061,this camera has both manual settings and preset mode and costs $550
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,3061,this camera has both manual settings and preset mode and costs $550
S_ANSWERS_QUESTION_ABOUT_FEATURE,manual_settings,SONY,,,270,this camera has full manual control but you can set it so it works almost like a point and shoot very easy to use
