CLUSTER_ID,TIMESTAMP,TRIAL,CUSTOMER_TYPE,SPATIAL_STATE,STATE_TARGET,CUSTOMER_FROM_MOTION,CUSTOMER_TO_MOTION,CUSTOMER_LOCATION,SHOPKEEPER_FROM_MOTION,SHOPKEEPER_TO_MOTION,SHOPKEEPER_LOCATION,CUSTOMER_SPEAKING,CUSTOMER_SPEECH,CUSTOMER_KEYWORDS,CUSTOMER_SPEECH_DURATION,SHOPKEEPER_SPEAKING,SHOPKEEPER_SPEECH,SHOPKEEPER_KEYWORDS,SHOPKEEPER_SPEECH_DURATION,BAD_CLUSTER,TYPICAL_VECTOR
216;PRESENT_X;SONY,1437635419,525,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,certainly we are open 7 days a week 10 am to 9pm,NO_KEYWORD,1764,-,*
217;PRESENT_X;CANON,1435223273,149,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,we have one set up over here with a small zoom lens if you would like to try using it,small zoom lens,4511,-,*
217;PRESENT_X;CANON,1435224589,155,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,we do have one set up over here in a concert style arrangement if you would like to try taking some shots,concert style arrangement;set;shots,5563,-,-
217;PRESENT_X;CANON,1436437187,406,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,we have a focus child set up over here,focus child,2933,-,-
217;PRESENT_X;CANON,1437632652,517,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,when you're coming in and we'll have one set up with the latest so that you can use it then see how it feels,NO_KEYWORD,5356,-,-
217;PRESENT_X;CANON,1437644093,548,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,you still have one set up if its true so good day for you,NO_KEYWORD,4365,-,-
218;PRESENT_X;CANON,1437632444,516,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,I think probably you will really like the pictures out of this one but you'll find it very easy to travel with as well you can have one or two lenses and a very simple kit and it's very easy to use,NO_KEYWORD,5763,-,*
218;PRESENT_X;NIKON,1435220284,140,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it's great and it's very easy to use can I show you the red it's a very attractive shade of cherry,attractive shade;cherry;red,7991,-,-
218;PRESENT_X;NIKON,1435224032,153,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,you can say it's very easy to use and very light,NO_KEYWORD,2801,-,*
218;PRESENT_X;NIKON,1437633037,519,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,if it's a great camera for the whole family and very easy to use,NO_KEYWORD,3470,-,-
218;PRESENT_X;SONY,1435223009,148,NOVICE,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it's also very easy to use very practical for family photos,family photos,4446,-,*
219;PRESENT_X;CANON,1436437264,406,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,we can put it together as a business package if your magazine is interested in helping out,business package;magazine,4267,-,-
219;PRESENT_X;CANON,1436437276,406,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,here's some information to take back to the magazine so they can understand the business package,business package;information;magazine,4427,-,*
219;PRESENT_X;CANON,1437724489,583,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,so you have some lenses at the magazine you have all the kids that's already there,lenses;magazine;kids,5420,-,-
219;PRESENT_X;CANON,1438244802,641,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,how do you save pictures to upload them to the next to hear contributing to magazine,pictures;magazine,3699,-,-
219;PRESENT_X;SONY,1438243516,636,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,no problem if your archive becomes interesting to a magazine this who produced pictures that can be reproduced in that kind of publication,kind;problem;archive;magazine;pictures;publication,6860,-,*
21;NONE;DOOR,1437721342,574,NOVICE,NONE,DOOR,NIKON,DOOR,DOOR,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,have a good afternoon,good afternoon,1856,-,*
21;PRESENT_X;CANON,1436425589,366,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,have a good afternoon,good afternoon,2335,-,*
21;PRESENT_X;CANON,1438245691,644,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,okay see you saturday have a good afternoon,good afternoon,2917,-,-
21;PRESENT_X;NIKON,1436510344,409,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,oh that's great have a good afternoon,good afternoon,4381,-,-
21;PRESENT_X;NIKON,1437638989,533,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,you too have a good afternoon,good afternoon,2643,-,-
21;PRESENT_X;NIKON,1437720029,568,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,have a good afternoon,good afternoon,4813,-,*
21;PRESENT_X;NIKON,1437725614,589,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,have a good afternoon,good afternoon,2398,-,-
21;PRESENT_X;SONY,1435907146,233,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,have a good afternoon,good afternoon,2424,-,*
21;WAITING;NONE,1436434309,394,NOVICE,WAITING,NONE,NONE,NONE,CANON,CANON,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,have a good afternoon,good afternoon,4000,-,*
21;WAITING;NONE,1436436736,403,ADVANCED,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,a good afternoon,good afternoon,1571,-,-
21;WAITING;NONE,1437643266,546,ADVANCED,WAITING,NONE,NONE,NONE,SONY,SONY,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,have a good afternoon,good afternoon,2388,-,-
21;WAITING;NONE,1438244736,640,ADVANCED,WAITING,NONE,NONE,NONE,CANON,CANON,SERVICE_COUNTER,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,have a good afternoon,good afternoon,2000,-,-
220;PRESENT_X;CANON,1436432291,386,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,come over here we can set this camera body up for you with the length of your choice and you can have a play with it give it a go,camera body;length;choice;play,6319,-,-
220;PRESENT_X;CANON,1436434292,394,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,come in anytime and we will give you some time set you up over here so that you can have a play with the camera test your lenses,test your lenses;camera;time;play,6035,-,*
220;PRESENT_X;NIKON,1437721861,577,NOVICE,PRESENT_X,NIKON,CANON,NIKON,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,This is $68 and it includes the lens and pick up have a play see how quickly responds to pictures,lens;play;pictures,9545,-,-
220;PRESENT_X;NIKON,1438239747,628,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,please switch it on and have a play,play,2545,-,*
220;PRESENT_X;SONY,1437645412,552,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,picked up take some pictures of a play,pictures;play,4383,-,*
221;PRESENT_X;CANON,1437643876,548,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it weighs a kilogram,kilogram,3000,-,*
221;PRESENT_X;SONY,1435907122,233,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,please pick it up in about half a kilogram,kilogram,3661,-,-
221;PRESENT_X;SONY,1437639375,536,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,so at half a kilogram it's probably a bit heavier than you expected,kilogram,5000,-,-
221;PRESENT_X;SONY,1437639931,539,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,please pick it up and take some pictures weighs around half a kilogram,kilogram;half;pictures,5301,-,-
221;PRESENT_X;SONY,1437721047,573,NOVICE,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,half a kilogram,kilogram;half,2000,-,*
222;PRESENT_X;CANON,1437642287,543,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,we can set one up for you with a lens for you to test against his chest and maybe you could bring your laptop in and see how it works with your software so don't think I will eat some time for that but this is my business card if you want to come in,business card;chest;lens;laptop;software;time,17259,-,-
222;PRESENT_X;CANON,1437649062,559,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,can I ask are you working with software on a laptop,laptop;software,5293,-,-
222;PRESENT_X;CANON,1438238855,624,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,you can see it has a manual setting for basically everything including some of the settings to my PC and computer software,manual setting;settings;PC;software,5830,-,-
222;PRESENT_X;CANON,1438240036,629,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,we can set one up in the store for you to practice against the test shot if you like bring your laptop in and so forth see how it goes with your software but we would need notice for that,test shot;laptop;store;software,8407,-,*
222;PRESENT_X;SONY,1437645342,552,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,can I ask what software you use,software,3541,-,*
223;PRESENT_X;NIKON,1436432025,385,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,feel free to take a couple of pictures with that it's just point and shoot switch it on and press the shutter button,shutter button;couple;pictures;point,8000,-,*
223;PRESENT_X;NIKON,1436432492,387,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,yes it is point and shoot switch it On Shut Up Button you have a picture and it always looks great,Shut Up Button;point;picture,8000,-,-
223;PRESENT_X;NIKON,1436433880,393,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,very easy to use as it set up now all you have to do is switch it on and press the shutter button and you'll take a great picture,shutter button;great picture,6292,-,-
223;PRESENT_X;NIKON,1436510860,411,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it's fully automatic Service Wichita on point the camera press the shutter button and you get a great picture every time,shutter button;Service Wichita;camera press;great picture,7386,-,-
223;PRESENT_X;NIKON,1436516495,429,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,who will do what you tell it to and it's fully automatic so you if you want to say to it I want this picture I want to speak right point the camera press the shutter button that's what's going to happen,shutter button;camera press;right point;picture,12706,-,-
224;PRESENT_X;CANON,1437633385,520,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,we can set it up in the shop so they tell you to come back and use it to take some test shots with it if you like,NO_KEYWORD,7746,-,*
224;PRESENT_X;CANON,1437634893,524,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,we can set it up so that you can take some pictures of test chart and if you have plans at the moment for example it might work with this company,NO_KEYWORD,8916,-,-
224;PRESENT_X;CANON,1437634910,524,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,its okay we can set up inside the shop with some of the most common options and you can take some test pictures and see how that goes,NO_KEYWORD,8000,-,-
224;PRESENT_X;SONY,1437635086,524,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,no problem we can set it up so you pictures as well,NO_KEYWORD,4389,-,*
224;PRESENT_X;SONY,1437635398,525,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,yes and we can set it up so he can see it give us an hours notice and you can take some pictures with accuracy charts,NO_KEYWORD,11355,-,-
225;FACE_TO_FACE;NONE,1435907472,236,NOVICE,FACE_TO_FACE,NONE,NONE,NONE,MIDDLE,NONE,NONE,MIDDLE,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,so you need a camera you can take anywhere use easily,camera,3110,-,-
225;FACE_TO_FACE;NONE,1436433308,391,NOVICE,FACE_TO_FACE,NONE,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,how do you use the camera before,camera,3000,-,*
225;PRESENT_X;CANON,1437648271,556,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the camera you had before,camera,2000,-,*
225;PRESENT_X;CANON,1438244834,641,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,I used to using a camera technically,camera,3109,-,-
225;PRESENT_X;NIKON,1436516415,429,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,I'm thinking you might want a camera,camera,4385,-,*
226;PRESENT_X;CANON,1436425482,366,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it covers around about 50 ISO up to 6400 so for the top quality shots on a tripod it's fantastic results a really great in low light,fantastic results;quality shots;low light;tripod;ISO,8065,-,-
226;PRESENT_X;CANON,1436427856,371,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,this ranges from 50 is a what to 6400 I think if you had the old cannon it's probably the same specification,old cannon;specification,6506,-,*
226;PRESENT_X;CANON,1437650164,564,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it up over here and if you're okay with an 18 to 50 assume I think that will give you a very good results,good results;assume,11267,-,-
226;PRESENT_X;SONY,1435219459,136,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,3500 $50 the best value cameras at that price,best value cameras;price,6000,-,-
226;PRESENT_X;SONY,1435905314,227,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,this is 500 $50,NO_KEYWORD,3002,-,*
227;PRESENT_X;CANON,1436433318,391,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,what's all the pictures you thinking of you want to take that the phone can't do,pictures;phone,5000,-,*
227;PRESENT_X;CANON,1436436104,400,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,we have a good lens on this phone at the moment but you can turn it on and have a look through the menu settings,good lens;menu settings;moment;phone;look,4932,-,-
227;PRESENT_X;NIKON,1437647985,555,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it has a similar senses your phone but a much better length of pictures of dramatically better,similar senses;better length;phone;pictures,7000,-,*
227;PRESENT_X;NIKON,1438245374,643,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,so you noticed that annoying lag when you're trying to set up the phone thinks it knows better than you do,annoying lag;phone,3937,-,-
227;PRESENT_X;SONY,1437720230,569,NOVICE,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,Is the Nichols quite good feel needs if you're used to taking pictures with your mobile phone it can work in a similar way but the result is much better if you don't have that annoying lag when you lineup your mobile phone camera,mobile phone camera;annoying lag;good feel;similar way;Nichols;result;pictures,16870,-,*
228;PRESENT_X;CANON,1436432213,386,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,goes up to 6400 ISO so you can take great pictures in low light without a Flash and you won't get much noise in those pictures it's a very high quality full frame sensor,quality full frame;low light;great pictures;sensor;noise;ISO;Flash,9004,-,*
228;PRESENT_X;NIKON,1436511132,412,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the Flash's built-in,Flash,2619,-,-
228;PRESENT_X;NIKON,1436516511,429,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,has a built in Flash so it's not time it will automatically decides which side on,Flash;time,5498,-,*
228;PRESENT_X;NIKON,1437637693,528,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,built in flash so generally that place will go off automatically if you want to take him or a cystic picture like a sunset this a menu setting to switch the flash,NO_KEYWORD,8698,-,-
228;PRESENT_X;SONY,1436427996,372,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,we have two cameras with a good ISO range this one in your hand now goes up to 3200 ISO so you can take pictures without using a Flash and get some good results without too much noise,good ISO range;good results;cameras;noise;hand;pictures;Flash,10455,-,*
229;PRESENT_X;CANON,1435223895,152,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,you can see with selling the body only we have a full range of lenses that would match this camera variable,camera variable;lenses;body;range,4882,-,-
229;PRESENT_X;CANON,1436437232,406,ADVANCED,PRESENT_X,CANON,NONE,NONE,MIDDLE,MIDDLE,CANON,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,that depends on your full range of lenses can I ask how many lenses you have,lenses;range,4659,-,*
229;PRESENT_X;CANON,1437645162,551,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,always a pleasure and we will have a range of lenses for you to choose from that as well,pleasure;lenses;range,5329,-,-
229;PRESENT_X;CANON,1437721744,576,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,ok Merced this part of the range of black,Merced;range,3217,-,-
229;PRESENT_X;SONY,1437645046,551,NOVICE,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it has a range of interchangeable lenses so we can maybe increase the price by adding sequences,interchangeable lenses;sequences;range;price,6216,-,*
22;PRESENT_X;CANON,1435904377,220,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,this is a top-end professional camera it only comes in Black,top-end professional camera;Black,4286,-,-
22;PRESENT_X;CANON,1436423616,357,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,this particular Canon is the latest 5D Mark 3 it has a full frame sensor so you can get fantastic quality out of It kind used by Japan photographers,latest 5D Mark;frame sensor;particular Canon;fantastic quality;Japan photographers,7651,-,-
22;PRESENT_X;CANON,1436424220,360,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,is this camera has a full 35 millimeter equivalent size to Sensa,millimeter equivalent size;Sensa;camera,4535,-,-
22;PRESENT_X;CANON,1436424552,362,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,this is the equivalent of a full size 35 mil frame sensor so it's the large standard version of the sensor or the image quality is fantastic it is it's open to camera meant for publication,mil frame sensor;large standard version;image quality;equivalent;camera;size;publication,11423,-,-
22;PRESENT_X;CANON,1436425803,367,ADVANCED,PRESENT_X,CANON,NONE,NONE,SONY,SONY,CANON,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,over here we have the Canon 5D Mark 3 it is a full frame sensor is a top-end professional camera with full manual settings own eye,Canon 5D Mark;top-end professional camera;frame sensor;manual settings,6946,-,*
22;PRESENT_X;CANON,1436433660,392,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it has a full frame sensor comparable to a 35 mph Raymond filmed thinking back to the old days,mph Raymond;frame sensor,5265,-,-
22;PRESENT_X;CANON,1436433681,392,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it's a top-end professional camera so the prices of a very stable they haven't gone up for about 405 years while the features have improved but they have never been changed,top-end professional camera;prices;features,9283,-,-
22;PRESENT_X;CANON,1436511355,413,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it's a godsend the hit it has full manual settings as well so that you can also affect the white balance take the shutter speed you can control your exposure if you want to go underwater with this Cameron Sykes it has a full frame sensor the equivalent of the old 35 No film,Cameron Sykes;frame sensor;shutter speed;manual settings;white balance;godsend;equivalent;exposure;underwater,20576,-,-
22;PRESENT_X;CANON,1438243629,636,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it has a full size 35 mil sensor as well so you'll get the absolute best possible shut your 10 and with every manual setting possible you got full credit control,best possible shut;mil sensor;manual setting;credit control;size,7814,-,-
22;PRESENT_X;CANON,1438244567,640,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,you can see its got a full 35 no sense of that was perfect for print publication but you can also said that it through the menu routes through I'll take the lower floor mat pictures for direct uploading to the internet depending on what the spec is field job,lower floor mat;direct uploading;print publication;field job;spec;sense;menu;pictures;internet,11229,-,-
22;PRESENT_X;SONY,1436429723,379,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,with a 35 million Zone at the moment that's $550 and half a kilogram,kilogram;moment;Zone,11000,-,*
22;PRESENT_X;SONY,1436435817,398,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,then it has what we call a crop sensor the sensors note for 35 mil film size it's actually a 3 quart size the pictures are great but some blow up to the size of this world but at that size of a huge enlargement start to see some of the differences compared to a top end camera,mil film size;huge enlargement;crop sensor;quart size;blow;sensors;differences;camera;pictures;world,22000,-,-
230;NONE;DOOR,1436435931,399,NOVICE,NONE,DOOR,NONE,NONE,DOOR,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,good morning how's your day going,good morning,2666,-,*
230;PRESENT_X;CANON,1436435453,396,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,you want to come in sometime we're usually fairly quiet around about 11 a.m. on Saturday morning we can set up a focus shot in the chest shots then you can test your lenses with this body,Saturday morning;chest shots;focus shot;lenses;body,8322,-,-
230;PRESENT_X;CANON,1437647807,554,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,sounds like a good decision when would you like to come in and pick it up,good decision,8052,-,*
230;PRESENT_X;NIKON,1437649533,561,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,and anytime you want to come in and testing if the cameras that's fine just go by,cameras;testing,6057,-,*
230;PRESENT_X;SONY,1437645482,552,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,if you want to come in and pick it up then so now he's a spec sheet so that you can reread what's happening in my business card,spec sheet;business card,9844,-,*
231;PRESENT_X;CANON,1438240329,630,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,camera sold for purpose,camera;purpose,3457,-,*
231;PRESENT_X;SONY,1435223478,150,NOVICE,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,we have a more practical camera for that over here,practical camera,3336,-,-
